valor,texto
1,"Devido à robustez e ao baixo custo, o motor de indução é a máquina elétrica em corrente alternada mais usada. É basicamente constituída por duas partes: estator (parte fixa) e rotor (parte móvel). O rotor pode ser de dois tipos: rotor bobinado (ou enrolado) e rotor em gaiola de esquilo. A utilização de motores de indução com rotor em gaiola é mais comum pela maior simplicidade de construção e menor custo. Em estudos de estabilidade de tensão, cargas como motores de indução são de grande importância visto que consomem quantidade elevada de potência reativa quando ocorrem quedas de tensão em sua alimentação. Este consumo excessivo por sua vez acarreta em problemas que podem levar o sistema a um colapso de tensão. Para inserir motores de indução em estudos de estabilidade é necessário primeiramente conhecer a modelagem dinâmica desta máquina. Assim, este trabalho apresenta a obtenção de dois modelos dinâmicos para o motor de indução com rotor em gaiola de esquilo, no caso os modelos em primeira e terceira ordem. Estes permitem fazer simulações dinâmicas de sistemas elétricos observando transitórios e limites de estabilidade. Isto será feito em um sistema teste, onde ficam evidentes colapsos de tensão para dois tipos de falta: perda de alimentadores e curto-circuito. Por fim, análises de estabilidade são feitas neste sistema, buscando-se provar que a modelagem em terceira ordem é singularmente perturbada e que é possível aplicar métodos energéticos a sistemas com esta máquina"
1,Este trabalho tem como objetivo a simulação de motor de indução para compressores herméticos. O motor de indução modelado é o bifásico assimétrico. Os resultados que foram obtidos são referentes ao regime transitório do motor. Foi usado para o desenvolvimento de equações o modelo d-q e as simulações foram feitas nos softwares MATLAB e PSPICE. Em cada simulador foi utilizada uma forma diferente de representar as equações diferenciais do modelo e os resultados dos dois modelos são comparados entre si para serem tiradas conclusões a respeito das simulações
1,"Nesse trabalho é feita a modelagem e a validação de um pequeno sistema elétrico de potência (SEP) analisando o seu comportamento nos regimes estático e dinâmico. Esse SEP é composto por geradores síncronos trifásicos acionados por motores de corrente contínua; linhas de transmissão representadas a partir de bancos de transformadores monofásicos; e uma carga com características estáticas (banco de resistores e banco de capacitores) e dinâmicas (motor de indução trifásico). Na análise estática, mostra-se como foi modelado cada elemento a fim de se determinar o estado da operação desse sistema em regime permanente. Posteriormente os valores de fluxo de carga encontrados experimentalmente são comparados com os obtidos computacionalmente. Na análise dinâmica serão mostrados os modelos utilizados em cada elemento do
sistema. Em seguida, todos os ensaios e testes serão indicados a fim de obter os parâmetros de cada um dos modelos. Posteriormente, perturba-se o sistema e relata-se o comportamento do gerador amostrando os seus valores de tensão e corrente de armadura. Por último, compararam-se os comportamentos dos geradores obtidos experimentalmente e computacionalmente. No final, mostra-se que a validação desse SEP ocorre apesar de algumas divergências nas medidas experimentais e computacionais, e também sugerem-se alguns procedimentos
para que os resultados saiam ainda mais satisfatórios. "
1,"O consumo de energia elétrica cresce em uma velocidade maior que a sua geração, por uma série de motivos. Tal situação induz a buscar soluções para a desigualdade entre a demanda e a geração de energia, antes que ela se torne um grave problema. A motivação deste trabalho é comparar e analisar uma proposta de amenizar esta desigualdade, através da melhoria da eficiência energética de motores monofásicos em aplicações residenciais. Esta proposta se embasa na comparação entre o tipo de solução mais comum em refrigeradores domésticos, motor de indução monofásico a duplo capacitor, e uma solução mais atual, o motor à velocidade variável, através de simulações computacionais, analisar suas diferenças, vantagens, desvantagens e peculiaridades.
"
1,"Um medidor inteligente de energia elétrica aplicado à indústria foi projetado e proposto para motores de indução trifásicos. Dividido em módulos, o medidor possui módulos sensores que fazem a aquisição de tensões e correntes de fase de forma não invasiva, facilitando a instalação. O módulo principal conta com um dsPic33, um microcontrolador com alta capacidade de processamento, capaz de realizar, em hardware, cálculos de transformada rápida de Fourier, viabilizando a obtenção das frequências harmônicas de tensão e corrente. São calculados ainda os valores eficazes e fator de potência do motor. Por último, um
módulo de comunicação WiFi baseado em um ESP8266 foi projetado para receber os dados do módulo principal via comunicação serial (SPI) e enviar por protocolo GET e internet sem fio, a um servidor online. O projeto busca oferecer uma solução simples e de baixo custo que pode ser útil para analisar falhas em motores de indução, largamente utilizados na indústria, que ao falharem podem causar grandes prejuízos econômicos. Comparado a medidores disponíveis no mercado, o seu preço, cerca de 10 a 20 vezes menor, viabiliza a instalação permanente em motores de forma individual. Finalmente, afim de comprovar a
funcionalidade do projeto, um protótipo foi construído e uma metodologia de testes foi desenvolvida para ensaiar cada módulo de forma individual e em seguida o medidor como um todo, comparando os resultados com os obtidos com medidores, como multímetros e osciloscópios. O teste final escolhido foi realizado com um motor de indução comercial, refletindo uma situação de operação muito próxima da realidade de uma indústria. "
1,"Atualmente, a maioria das indústrias utilizam motores em seus processos de fabricação de
produtos. Sendo assim, é plausível que sejam feitas manutenções contínuas nestes motores a
m de evitar uma possível quebra, interrompendo toda a linha de produção e gerando grandes
prejuízos. Dessa forma, busca-se em pesquisas uma melhor forma de tentar prever que um
motor está com uma falha, antes que este possa car seriamente danicado. A literatura aponta
muitas maneiras de se encontrar possíveis problemas, e uma delas, que vem ganhando bastante
destaque, é a utilização de sistemas inteligentes para a classicação destas falhas. Sendo assim,
este trabalho tem como objetivo implementar um classicador de falhas de motores de indução
trifásicos utilizando sistemas inteligentes, mais especicamente redes neurais articiais."
1,"O presente trabalho apresenta o desenvolvimento de uma ponte inversora trifásica de média potência, que permite a operação no modo seis pulsos 120°(com dois transistores conduzindo ao mesmo tempo), seis pulsos 180° (com três transistores conduzindo ao mesmo tempo) e no modo MLP de tensão, para fazer o controle de velocidade e acionamento de alto desempenho, de máquinas que necessitam de um alto grau de precisão, alta eficiência e confiabilidade. O trabalho também mostra como foi feita a escolha das chaves semicondutoras e os circuitos para seu acionamento, o dimensionamento da lógica de proteção contra sobrecorrente e curto circuito e toda a modelagem térmica do circuito para a escolha do dissipador"
1,"Este trabalho teve como objetivo desenvolver uma forma de se obter controle wireless de pequenos motores de baixa tensão utilizando-se um smartphone com sistema operacional Android. Para que este objetivo fosse alcançado, foi necessário desenvolvimento em conjunto tanto de software como de hardware. Em questão de hardware, utilizou-se um microcontrolador ARM LPC1114 da família Cortex-M0, uma PCB como driver para os motores, um módulo Bluetooth conectado ao microcontrolador responsável pela comunicação wireless, e um smartphone com sensor acelerômetro e comunicação Bluetooth. O celular torna-se cada vez mais presente na vida pessoal, e a utilização do sensor acelerômetro se justifica pelo intuito de colocar o robô em movimento através do posicionamento do celular como um volante. Em relação ao software, foram utilizadas as linguagens de programação C para o microcontrolador, Java para o dispositivo móvel Android, além do software Eagle CadSoft para projeto do driver dos motores. Os resultados alcançados demonstram que a combinação smartphone e microcontrolador não apenas funciona, como também abre caminho para outras soluções que envolvam esses hardwares.
"
1,"Pode-se dizer que na grande área da engenharia elétrica, a qualidade de energia é um ramo
muito importante e o estudo de eficiência energética tem se tornado cada vez mais relevante
devido à constante busca pelo melhor aproveitamento energético. Tendo em vista que
aparelhos de ar condicionado têm se tornado cada vez mais comum nas residências
brasileiras, o estudo do mesmo se faz necessário tendo no seu horizonte a busca pela
eficiência energética. Optou-se por estudar a diferença do aparelho de ar condicionado com
um compressor com motor monofásico convencional e outro com o mesmo sendo utilizado
um inversor para o controle da máquina, acelerando em rampa. Serão apresentadas as
vantagens e desvantagens dos sistemas e algumas simulações, tais como a corrente de
partida que se mostrará menor, por conseguinte menor consumo de energia e maior
estabilidade da velocidade de rotação em regime permanente.
"
1,"Neste trabalho foi apresentado o desenvolvimento e implementação de uma alimentação para um robô didático móvel a partir de módulos já existentes no mercado. De uma maneira geral, o robô em questão foi desenvolvido fazendo-se uso das plataformas Arduíno e Raspberry pi, motores, sensores e atuadores. Este robô possui a função de fazer o mapeamento de um ambiente, utilizando um sensor ultra-som ao andar pelo local de maneira autônoma. Dessa forma a utilização de uma alimentação interna é de suma importância para o seu funcionamento. Com isso em mente, desenvolve-se uma alimentação por baterias de Li-Ion, com a facilidade de carrega-las via conexão micro USB e a versatilidade de alimentar as duas plataformas. Aqui está sendo apresentado todo estudo e implementação da alimentação neste robô. "
1,"O sucesso de uma empresa está associado à sua capacidade de entender como funcionam as forças do ambiente de negócios e de sua competência em converter de forma habilidosa esse conhecimento em produtos e serviços que ofereçam valor superior aos consumidores. As empresas que excedem as expectativas dos clientes surpreendendo-os com produtos e serviços inovadores, além de assegurarem vantagens competitivas sustentáveis, podem ocupar posições de liderança em mercados altamente competitivos. A manutenção da alta competitividade em mercados onde as mudanças ambientais são freqüentes exige das organizações decisões criativas em nível tanto estratégicas como operacional. A capacidade de a empresa atender os consumidores e gerar resultados empresariais positivos depende da habilidade dela de gerenciar a inovação e o processo de desenvolvimento de novos produtos. A empresa Schneider Electric atualmente trabalha com dois níveis de produção na linha de painéis elétricos sendo: Nível Comercial (Nível-C) e Nível Industrial (Nível- I), que serão melhores explicados neste trabalho. A gama de painéis Motorpact era comercializada somente em nível – C, os painéis eram recebidos pré-fabricados dos EUA sendo, realizado aqui no Brasil o processo de customização do painel. Com a finalidade de se tornar nível- I houve durante o ano de 2008 a nacionalização do painel (fabricação de chaparia, montagem dos cubículos e montagens finais), através deste processo é esperada a diminuição do tempo de fabricação (Lead Time) devido à importação (estima-se 60 dias), uma diminuição no custo de montagem, que futuramente a empresa torne-se uma fornecedora para a América Latina, além de oferecer uma flexibilidade quanto à cor do painel (Painel importado somente na cor cinza). Neste contexto o trabalho irá apresentar a linha de painéis fabricados pela Schneider referente a gama de partida de motores até 7,2kV, irá fazer um breve estudo sobre motores assíncronos e sobre alguns tipos de chave de partida e enfim tratar das etapas de nacionalização do painel"
1,"É constante e mundialmente difundida a busca por um sistema capaz de indicar, prever
e/ou estimar a presença, teor e magnitude das falhas mais comuns apresentadas pelos
Motores de Indução Trifásicos, que apresente fácil implementação e baixo custo computacional.
Nesse sentido, este trabalho considerou as técnicas de análise da assinatura de
corrente no domínio do tempo, investigando exaustivamente os atributos (média, variância,
momentos estatísticos, curtose, obliquidade) que podem ser extraídos do sinal de
corrente do motor, a fim de determinar uma topologia ótima de classificação neuronal,
selecionando os atributos mais relevantes para a identificação das faltas de curto-circuito
estatórico em estudo. A técnica desenvolvida foi então validada com ensaios de máquinas
em diferentes condições de acionamento, carga e níveis de falha. Apesar de enfrentar
dificuldades frente a variações de frequência quando treinada apenas com amostras de
acionamento direto como previsto na literatura, a rede teve resultado excelente nos testes
de generalização e frente a amostras ruidosas.
"
1,"O presente trabalho teve como objetivo primordial a avaliação tecnológica e financeira de projetos de geração de energia elétrica a partir do biogás gerado na fermentação anaeróbica da vinhaça, com o objeto de estudo uma usina de tamanho médio localizada na cidade de Araraquara, interior de São Paulo.
A vinhaça é o principal resíduo da destilação do vinho fermentado da cana de açúcar, ele é produzido em largas escalas e possui tanto características nutritivas e poluentes. A vinhaça apresenta alta carga orgânica, carga esta que é fermentada em biodigestores e reatores anaeróbicos.
A biodigestão que é a fermentação de cargas orgânicas em ambientes anaeróbicos produz um gás rico em metano. O biogás produzido no processo pode ser recuperado através de câmaras e sistemas de tubulações que encaminham o gás para lavagem e posterior uso em máquinas térmicas.
A análise técnica do trabalho visa dimensionar e qualificar instrumentos, máquinas e reatores necessários para que a biodigestão ocorra de maneira eficiente e que produza biogás com metano o suficiente para a alimentação de motores de combustão interna.
A viabilidade financeira é totalmente dependente da análise técnica e mercadológica do projeto, todas as postulações aqui definidas são baseadas nos dimensionamentos técnicos realizados. São discutidas as previsões orçamentárias de investimento, operação e manutenção conforme análise de mercado e da literatura e são calculados índices financeiros utilizados para o estudo de projetos.
Por fim, as considerações sobre a viabilidade do projeto e as expectativas para o avanço da tecnologia no setor sucroenergético são apresentados, com uma proposta final para incentivo nessa fonte de energia."
1,"Neste trabalho é estudada a eficiência de um motor Brushless DC trifásico devido à influência da intensidade de magnetização dos ímãs de ferrite nele utilizados. Para a realização dos testes utilizou-se um estator e cinco rotores montados na Tecumseh do Brasil. Os rotores foram magnetizados com intensidades de campos magnéticos diferentes, em uma magnetizadora constituída de um banco de capacitores acoplados a uma bobina. Este banco de capacitores acumula energia para gerar o pulso de corrente elétrica que gerará o campo no interior da bobina alinhando os dipolos magnéticos do ímã que é colado no rotor. Foram realizados testes com o dinamômetro tipo Magtrol . Usou-se o osciloscópio para visualizar as formas de corrente do motor enquanto este era testado. Nos testes foi possível analisar a eficiência e o comportamento de cada protótipo em resposta a uma curva de carga. O motor estudado é aplicado em compressores herméticos de refrigeração, possibilitando o controle da velocidade e a melhoria da eficiência quando comparada à tecnologia convencional (motor de indução) utilizada nesta aplicação"
1,"Esse trabalho tem como objetivo projetar um transformador e fazer uma análise do mesmo no software baseado no Método dos Elementos Finitos, FEMM.  Sendo assim, o trabalho se inicia com a escolha do transformador a ser projetado. Esse transformador deve ser simples e de pequeno porte para facilitar os cálculos, e também de aplicação prática para tornar o projeto mais interessante.  Após a escolha do transformador, este é projetado baseado em diferentes metodologias de projetos, encontrados em livros didáticos e pesquisas referentes ao assunto. A metodologia utilizada é seqüencial, bem simples e clara, o que facilita o entendimento do andamento do projeto.  Estando o transformador completamente projetado, finalmente ele é representado no software FEMM. Neste ponto são feitas análises sobre suas curvas magnéticas, confirmando a veracidade dos resultados obtidos no projeto"
1,"Os conversores CC-CA são elementos de Eletrônica de Potência essenciais para a conexão de fontes alternativas de energia, como a solar e a eólica, à rede elétrica, permitem o controle de motores trifásicos, além de serem peça fundamental em no-breaks. A utilização da Modulação Vetorial Espacial em inversores surge como importante técnica nesse domínio devido ao aproveitamento eficiente da tensão do barramento CC e à geração de uma saída com baixa distorção harmônica. Este trabalho visa apresentar de forma simples e clara os métodos para implementação da Modulação Vetorial Espacial para três topologias de inversores trifásicos de dois níveis: com três braços a três fios, com três braços a quatro fios e com quatro braços a quatro fios. O desenvolvimento dos algoritmos de modulação será
baseado na literatura técnica. Verifica-se a precisão e a performance dos algoritmos e dos métodos desenvolvidos utilizando o software de simulação PSIM."
1,"O objetivo deste trabalho é implementar um sistema de navegação, decisão e cumprimento
de missões em robôs autônomos móveis de pequeno porte. A movimentação do robô será executada
por um par de motores que acionam duas rodas. Os motores serão acionados por um driver de
corrente controlado por um sinal PWM gerado pela placa Raspberry Pi, responsável pelo controle
de locomoção, controlando a velocidade e direção do robô, também recebendo o sinal de pares de
sensores/emissores de infravermelho localizados em várias partes do chassi do robô e também
responsável pela navegação, utilizando a leitura dos sensores para encontrar a manobra adequada a
fim de evitar colisões com obstáculos. Para viabilizar uma navegação adaptativa em ambientes
dinâmicos e ruidosos, como salas fechadas com presença de pessoas, será avaliada a utilização de
algoritmos evolutivos.
"
1,"O controle de motores de corrente contínua é uma propriedade básica do controle moderno. O estudo dos controladores clássicos como Ziegler Nichols, e o método de lugar das raízes nos fornece ferramentas para a estimação dos parâmetros de um controlador PID, que é então projetado para atender a requisitos específicos.
Este trabalho tem por motivação inserir de uma forma simples o algoritmo de controle adaptativo por modelo de referência, como forma de fornecer uma sintonia automática dos parâmetros do controlador PID para aplicação no controle de velocidade angular de um motor de corrente contínua.
A forma como pretende-se aplicar esse controle por modelo de referência está no mecânismo de ajuste simplificado e de simples compreensão, sem a inserção de ferramentas complexas.
Ainda como motivação, o estudo simplificado desse algoritmo visa a aplicação da ferramenta e do modelo de adaptação do controlador PID nas disciplinas de laboratório ministradas no curso pelos professores de controle do departamento de Engenharia Elétrica da USP, campus São Carlos."
1,"Nos últimos anos, visando a redução de custos e a eliminação de resíduos, muitas empresas têm investido em tecnologias de reciclagem. Nota-se que existe uma enorme preocupação com o lixo tecnológico, que são aqueles aparelhos eletroeletrônicos que estão com defeitos, ou mesmo que se encontram obsoletos no mercado.Neste trabalho, foi implementado, utilizando lógica ladder, o controle e a automação de uma esteira transportadora que integra uma célula de reciclagem de lixo tecnológico. Tal sistema é composto por um robô, um computador industrial e a própria esteira. Na última, foco deste trabalho, tem-se um motor central que está sempre em movimento, estações com pistões pneumáticos, que elevam ou rebaixam pallets e também motores que colocam os pallets para fora da parte central da esteira, enviando-os diretamente para estações de trabalho ligadas a cada uma delas. Foram verificados todos sensores, motores, parte elétrica e todo o sistema pneumático da esteira. Feito isto, iniciou-se a programação ladder no computador industrial conectado à esteira, para o controle da mesma. Em paralelo, foi estudada a forma de comunicação entre as partes envolvidas. Também foi executado o interfaceamento entre o robô da célula de reciclagem e a esteira controlada, que consiste basicamente em considerar os sensores e acionamentos do motor presente no robô, para a programação no computador industrial."
1,"Este trabalho apresenta um estudo do acionamento de motores BLDC (Brushless DC). Esses motores são utilizados em aplicações diversas devido às vantagens que possuem sobre os motores de corrente contínua convencionais e os motores de indução monofásicos. No entanto, por não possuir escovas comutadoras, são eletronicamente comutados. Este trabalho foca no seu acionamento utilizando sensores de efeito Hall para realimentação da posição do rotor e o controle de velocidade é realizado via estratégia de modulação de largura de pulso (PWM). Para tanto, são utilizados microcontroladores PIC ou dsPIC, que possuem módulos dedicados ao controle de motores. O uso do microcontrolador se estende às interfaces de operação, e os circuitos eletrônicos adjacentes também são estudados"
1,"Este trabalho de conclusão de curso apresenta uma metodologia computacional que propõe
o desenvolvimento de uma ferramenta capaz de obter os ajustes dos dispositivos de proteção de
sobrecorrente instalados em um sistema elétrico industrial radial, de modo que o arranjo de
proteção obtido seja coordenado e seletivo. A programação foi feita em C++ orientada a objeto,
com blocos de funções otimizados e um ambiente gráfico para a análise de curvas de atuação de
dispositivos de proteção e curvas de cargas de equipamentos.
A metodologia se baseia na utilização de três dispositivos de proteção (relés de
sobrecorrente, disjuntores de baixa tensão e fusíveis) e contempla os equipamentos mais comuns
em sistemas de distribuição industriais, ou seja, motores de indução, transformadores de dois
enrolamentos, cabos, cargas estáticas e a subestação. Na categoria de cargas estáticas se encaixam
quaisquer outras cargas que não sejam motores.
O programa foi desenvolvido em ambiente C++, através da IDE - Integrated Development
Environment (Ambiente de Desenvolvimento Integrado) Code::Blocks (Code::Blocks, 2011).
Como a programação foi feita em blocos de funções, obtém-se muita liberdade para uma futura
inserção de novas funções.
"
1,"Este trabalho tem como objetivo expandir os conhecimentos sobre células a combustível, mais especificamente as células alimentadas com etanol, e contribuir para o desenvolvimento dessa tecnologia em âmbitos mais abrangentes em meios de locomoção, levando-se em conta aspectos técnicos e ambientais, e também prover um conhecimento geral sobre motores sem escovas de corrente contínua. Em termos gerais, este estudo engloba três
fases. A primeira fase foi o estudo de literaturas já existentes com o objetivo de formar a base de conhecimentos gerais, as características de operação, e todos os componentes da Célula a Combustível e do Motor sem escovas de corrente contínua, também foram analisados os principais tipos de célula e suas diferenças, e os combustíveis de interesse para sua alimentação, com suas vantagens e desvantagens. Similarmente, foi considerada sua possível aplicação a meios de locomoção de baixa escala em veículos elétricos, fazendo-se um paralelo com o uso de motores de combustão interna e de baterias, sempre levando-se em conta aspectos ambientais. A segunda fase apresenta-se as formulações matemáticas de ambas máquinas,considerando-se modelos ideais e baseando-se nas informação adquiridas na primeira fase. A terceira, e última, fase constituiu-se da parte prática, em que fez-se modelos dinâmicos com as fórmulas apresentadas, e efetuou-se simulações com o auxílio do programa Matlab/Simulink, com a intenção de investigar o funcionamento da célula a
combustível de etanol direto, seu comportamento em diferentes temperaturas e correntes, e a integração dessa célula a um circuito com uma resistência e um motor BLDC. Os resultados obtidos na parte prática foram os esperados. "
1,"Este trabalho trata do projeto e implementação do módulo de controle de uma plataforma
robótica pendular de duas rodas projetada pelo Laboratório de Computação Reconfigurável do ICMCUSP.
O módulo de controle inclui todo o conjunto de hardware e software de baixo nível que permita
ao robô receber comandos de navegação de um computador de mais alto nível via conexão sem fio
Bluetooth, interpretar esses comandos e convertê-los em seu deslocamento. A locomoção do robô é
função de dois motores de corrente contínua que são acionados por um microcontrolador através do
driver de potência, também integrante do módulo de controle. A execução dos comandos de
navegação recebidos pelo Arduino, plataforma microcontrolada da qual se faz uso neste projeto, fica
sempre condicionada à existência ou não de obstáculos na trajetória do robô. A detecção de obstáculos
em potencial é feita por dois módulos de aferição de distância baseados em pulsos ultrassônicos. A
plataforma robótica para a qual esse módulo de controle foi desenvolvido tem aplicação em projetos
educacionais dentro dos contextos de tecnologia, inovação e robótica.
"
1,"Devido aos impactos causados pela geração de energia elétrica baseada em combustíveis fósseis e a preocupação quanto à escassez dos mesmos, é crescente a participação das nergias renováveis na matriz energética mundial.  As máquinas assíncronas, cuja robustez e baixo custo consolidaram-nas como principais tipos de motores de corrente alternada, passaram a ser mais exploradas para a geração de eletricidade, visto a possibilidade de sua utilização para a geração eólica. Constituídas de uma parte fixa (estator) e outra parte móvel (rotor), as máquinas de indução podem ser do tipo rotor gaiola de esquilo ou rotor bobinado.  Conforme a topologia da máquina, a geração eólica pode basear-se em velocidade fixa ou variável. Independente da tecnologia de geração, para o estudo e estabilidade do sistema elétrico de potência é necessário obter primeiramente o modelo dinâmico do gerador. Assim, neste trabalho serão apresentados os modelos em regime permanente e dinâmicos para os dois tipos de geradores de indução existentes. As diferenças entre eles serão analisadas com base nas respostas dinâmicas aferidas para os sistemas testes quando da ocorrência de grandes perturbações. Será demonstrado que é possível obter um aumento da margem de estabilidade dos sistemas elétricos, se considerado a influência dos parâmetros elétricos e mecânicos da máquina, bem como a influência da capacidade de fornecimento de potência reativa do sistema elétrico em estudo.  
 
"
1,"Este trabalho expõe o projeto de formatura do aluno de engenharia elétrica com ênfase em sistemas de energia e automação da Universidade de São Paulo, Renan Lopes Pisani. O trabalho é baseado em um estágio realizado na Embrapa – Empresa Brasileira de Pesquisa Agropecuária, na unidade Instrumentação Agropecuária e no Laboratório de Agroenergia. O trabalho teve como objetivo a programação em LabVIEW® com o suporte da ferramenta computacional Measurement and Automation assistida por um projeto de circuitos eletrônicos e uma fonte de tensão para controlar processos que automatizam uma prática de fermentação em estado sólido (conhecido também como fermentação semi-sólida), cujos escopos são a produção e o posterior aproveitamento das enzimas geradas nessa fermentação, através do acionamento de um motor de passo relativamente forte. Todo o sistema, exceto a placa de aquisição, é alimentado pela fonte de tensão, que foi construída pelo aluno. O motor de passo é acoplado a uma peça de PVC, construída na oficina da própria Embrapa, que tem a finalidade de amostrar gases oriundos do processo de fermentação, que ocorre em diversos tubos imersos em água para a manutenção da temperatura do sistema"
1,"Este trabalho consiste em mostrar as variáveis existentes em um projeto de motor de indução monofásico, quando aplicado em compressores herméticos para refrigeração. Serão listados também os componentes e tipos de materiais utilizados nestes projetos, bem como os tipos de ligações existentes e os testes feitos para validação do projeto. Tal conhecimento foi complementado no período de estágio na Tecumseh do Brasil Ltda. 
 

"
1,"Diante das mudanças sócio-ambientais observadas nos dias presentes, há uma necessidade em desenvolver novas tecnologias com o intuito de fazer prevalecer a sustentabilidade. Diante deste contexto, este trabalho tem por objetivo estudar o Inversor Nove Chaves, aplicando-o no contexto de veículos elétricos, por meio do acionamento de dois motores de indução do tipo gaiola de esquilo independentemente. Para isso, foi desenvolvida uma bancada experimental e uma estrutura de simulação computacional no MATLAB®/Simulink, visando a validação da operação do conversor de potência, bem como sua aplicabilidade
no ambiente da mobilidade elétrica. Os resultados obtidos tanto em bancada quanto em ambiente computacional de simulação foram retratados no presente trabalho. Tais resultados puderam comprovar a eficácia do conversor na referida aplicação. "
1,"Devido à robustez e ao baixo custo, o motor de indução é a máquina elétrica em corrente alternada mais utilizada. É basicamente constituída por duas partes: estator (parte fixa) e rotor (parte móvel). O rotor pode ser de dois tipos: rotor bobinado (ou enrolado) e rotor em gaiola de esquilo. A utilização de motores de indução com rotor em gaiola é mais comum pela maior simplicidade de construção e menor custo. As harmônicas de FMM nos motores de indução monofásicos são geradas em função da distribuição dos enrolamentos do estator e são dependentes do número de ranhuras do estator, da distribuição destas ranhuras e também do número  de espiras alocadas em cada ranhura.  Como alterações na geometria do motor geram altos custos de implementação e ferramental, a melhor forma de se corrigir ou eliminar as componentes harmônicas, é por meio da redistribuição dos enrolamentos. Em um motor de indução (MI), uma distribuição de espiras inadequada pode gerar altos valores de componentes harmônicas, que produzem aquecimento, perda de eficiência e torque, queda do fator de 
potência e vibrações mecânicas. Ferramentas de cálculos existentes contemplam basicamente motores de indução trifásicos, porém o foco desse trabalho é compressores herméticos aplicados em refrigeração, focando especificamente nos motores de indução monofásicos (MIM) de fase dividida. As componentes harmônicas devem ser evitadas, porém esse trabalho consiste em analisar e definir parâmetros que nos auxiliem nesse processo, validando ferramentas e conceitos. As oscilações ocorrem em velocidades proporcionais a sua ordem, e sempre em baixas rotações, o que dificulta, e em alguns casos impedem, que o compressor vença a inércia e as pressões de aplicação e parta (ligue). Será também analisado a validação do Software SPEED5, aplicado para os MIM aplicados em compressores herméticos, assim como o melhor entendimento desse fenômeno serão demonstrado e discutido de forma prática e objetiva.  

 
"
1,"Por muito tempo a principal fonte de energia elétrica em muitos países foram os
combustíveis fósseis. Devido às crises mundiais do petróleo, e a conscientização das
consequências de sua queima, passou-se a investir em fontes limpas e renováveis de
energia. A geração de energia elétrica a partir da energia eólica foi privilegiada com os
novos investimentos, fazendo com que máquinas assíncronas, cuja robustez e baixo
custo consolidaram-nas como principais tipos de motores de corrente alternada,
passassem a ser mais exploradas para geração de eletricidade. As alterações na matriz
energética fizeram surgir a necessidade de se investigar o comportamento do sistema
elétrico na presença de geradores eólicos assíncronos, para tanto este trabalho faz um
estudo das principais topologias de aerogeradores e, por simplicidade, escolhe a unidade
eólica do tipo A para objeto de análise. Essas unidades são equipadas com gerador de
indução em gaiola de esquilo, portanto, é feito um estudo sobre os aspectos
construtivos, campo girante e modelo do gerador de indução de terceira ordem e modelo
em regime permanente, para melhor entender o funcionamento dessa máquina. É
construído um sistema elétrico equivalente a um parque eólico de 100 turbinas do tipo
A de 100MW cada, e simulações que permitam a análise do comportamento dinâmico
desses aerogeradores foram realizadas."
1,"Veículos aéreos não tripulados, ou VANTs, é um termo que abrange desde aviões
com asas de mais de 100 metros de envergadura até pequenos helicópteros que
pesam 80g. Os VANTs também variam quanto ao seu controle, podendo ter um
operador remoto pilotando a aeronave ou não. No último caso, são chamados
autônomos. Aeronaves autônomas ainda estão ganhando espaço no Brasil, sendo que somente em 2013 foi emitida a primeira autorização de voo experimental pela ANAC. Testes autônomos nesses sistemas tendem a ser perigosos, pois há o risco de uma aeronave em alta velocidade sair e controle ou colidir. Com a finalidade de tornar testes aéreos mais seguros, propôs-se o desenvolvimento de um robô móvel autônomo terrestre de pequeno porte utilizando a placa RaspberryPi. Utilizando como ponto de partida um robô autônomo que segue essas orientações, foi proposto o uso de motores brushless DC capazes de alcançar altas velocidades para a tração do robô. Dessa forma, era esperado obter um sistema autônomo terrestre capaz de alcançar velocidades próximas ao voo de VANTs, e com isso, poder fazer testes de características autônomas em um ambiente mais seguro antes de aplica-las às aeronaves. Foram utilizados sensores de distância por ultrassom como entrada do sistema de navegação, e testes foram realizados a fim de validar sua aplicação no ambiente proposto. O sistema de navegação implementado seguiu a arquitetura de subsunção desenvolvida por Rodney Brooks. É uma estrutura que permite a adição de novos comportamentos com facilidade, e dessa forma, é útil para uma plataforma que será usada para diferentes testes. Novas funcionalidades podem ser adicionadas e editadas sem modificar o comportamento que foi desenvolvido nesse trabalho."
1,"Este trabalho tem por objetivo um estudo, análise e implementação de freios eletromagnéticos em ensaios envolvendo motores elétricos, de maneira que o freio possa simular cargas eletromecânicas para estes, especialmente em motores monofásicos utilizados em lavadoras domésticas. Sendo assim, inicialmente é realizado um estudo sobre o histórico e os diversos tipos de freios eletromagnéticos encontrados comercialmente. A partir de então, são tratados aspectos e outras informações sobre o comportamento de cargas mecânicas aplicadas (torque resistivo) a motores elétricos nas mais diversas aplicações práticas e, sobretudo, cargas encontradas em lavadoras. Para tanto, é realizado um estudo detalhado da carga mecânica que é aplicada ao motor utilizado em lavadoras durante o ciclo de lavagem. Em seguida são realizados ensaios envolvendo a utilização de um freio eletromagnético atuando como carga mecânica para motores elétricos monofásicos, a fim de reproduzir o regime de trabalho encontrado durante o ciclo de lavagem de uma lavadora doméstica em sua utilização normal por um usuário."
